TransactionID,Amount,Date,Description,PaymentMethod,MerchantName,MerchantCategoryCode,Status,Recurrence,AccountHolderAge,AccountHolderGender,Category
2766,13536.31,2025-04-09,Merchant_30 Utilities,Debit Card,Merchant_30,5541,Pending,Regular,69,Male,Utilities
2767,15562.54,2025-01-28,Merchant_73 Dining,Auto-Debit,Merchant_73,6311,Pending,One-time,24,Male,Dining
2768,5104.25,2025-01-18,Merchant_58 Groceries,NEFT,Merchant_58,8011,Posted,One-time,60,Male,Groceries
2769,17767.82,2025-09-19,Merchant_19 Groceries,NEFT,Merchant_19,4784,Pending,Regular,18,Male,Groceries
2770,19829.36,2024-12-01,Merchant_100 Medical,NEFT,Merchant_100,5541,Posted,Recurring,30,Male,Medical
2771,1138.75,2024-11-06,Merchant_54 Gifts,NEFT,Merchant_54,5947,Pending,Regular,24,Female,Gifts
2772,137.37,2025-03-06,Merchant_41 Shopping,Debit Card,Merchant_41,8011,Posted,One-time,36,Female,Shopping
2773,13896.3,2025-07-01,Merchant_19 Dining,Debit Card,Merchant_19,5812,Pending,One-time,45,Male,Dining
2774,10088.71,2025-09-05,Merchant_47 Gifts,Credit Card,Merchant_47,5812,Pending,Recurring,65,Male,Gifts
2775,7329.87,2025-05-11,Merchant_19 Health & Fitness,UPI,Merchant_19,8299,Posted,Regular,38,Male,Health & Fitness
2776,15843.6,2024-11-13,Merchant_52 Education,NEFT,Merchant_52,7841,Posted,Regular,66,Male,Education
2777,387.67,2025-07-04,Merchant_7 Education,Auto-Debit,Merchant_7,5812,Posted,Recurring,58,Female,Education
2778,4584.35,2025-02-22,Merchant_84 Travel,Auto-Debit,Merchant_84,4121,Pending,Recurring,24,Female,Travel
2779,3663.54,2025-03-31,Merchant_62 Health & Fitness,Credit Card,Merchant_62,5812,Posted,Recurring,43,Male,Health & Fitness
2780,14018.26,2024-12-23,Merchant_83 Travel,Credit Card,Merchant_83,6513,Posted,Regular,74,Male,Travel
2781,8965.78,2025-08-13,Merchant_81 Dining,Auto-Debit,Merchant_81,7832,Posted,One-time,65,Female,Dining
2782,13036.39,2025-08-21,Merchant_8 Gifts,Debit Card,Merchant_8,7841,Posted,One-time,18,Female,Gifts
2783,6124.24,2024-11-24,Merchant_43 Dining,Debit Card,Merchant_43,7841,Posted,Recurring,63,Female,Dining
2784,1422.38,2025-07-27,Merchant_94 Education,UPI,Merchant_94,5812,Posted,Recurring,18,Female,Education
2785,7866.57,2024-12-07,Merchant_49 Health & Fitness,NEFT,Merchant_49,5812,Pending,One-time,65,Female,Health & Fitness
2786,5710.54,2025-06-04,Merchant_42 Health & Fitness,Auto-Debit,Merchant_42,7997,Posted,Regular,75,Male,Health & Fitness
2787,13404.81,2025-01-01,Merchant_11 Transport,Debit Card,Merchant_11,8299,Pending,Regular,21,Male,Transport
2788,5076.22,2025-09-01,Merchant_64 Groceries,Auto-Debit,Merchant_64,7841,Posted,One-time,33,Female,Groceries
2789,8153.87,2025-08-03,Merchant_49 Fuel,Credit Card,Merchant_49,7841,Pending,One-time,53,Male,Fuel
2790,11297.11,2025-01-20,Merchant_25 Health & Fitness,UPI,Merchant_25,4121,Pending,Regular,47,Male,Health & Fitness
2791,9788.21,2025-05-12,Merchant_24 Education,NEFT,Merchant_24,4814,Pending,Regular,33,Female,Education
2792,3316.84,2025-06-09,Merchant_5 Gifts,Credit Card,Merchant_5,6311,Pending,Regular,29,Female,Gifts
2793,5293.06,2025-09-09,Merchant_99 Dining,Credit Card,Merchant_99,4814,Pending,Recurring,23,Female,Dining
2794,12304.92,2025-09-09,Merchant_97 Subscription,Debit Card,Merchant_97,6311,Posted,Regular,66,Male,Subscription
2795,5253.08,2025-10-13,Merchant_3 Dining,Debit Card,Merchant_3,7832,Pending,Regular,36,Male,Dining
2796,5425.26,2025-06-26,Merchant_63 Medical,NEFT,Merchant_63,5947,Posted,Recurring,72,Female,Medical
2797,5793.31,2025-07-22,Merchant_28 Medical,Auto-Debit,Merchant_28,5732,Posted,One-time,46,Female,Medical
2798,8408.32,2025-09-09,Merchant_14 Groceries,Auto-Debit,Merchant_14,8299,Pending,Recurring,34,Female,Groceries
2799,12970.98,2025-04-25,Merchant_39 Transport,Auto-Debit,Merchant_39,5812,Pending,Recurring,52,Male,Transport
2800,3753.83,2025-05-20,Merchant_37 Gifts,Auto-Debit,Merchant_37,7997,Posted,One-time,52,Male,Gifts
2801,8187.12,2025-07-02,Merchant_70 Utilities,Credit Card,Merchant_70,8011,Pending,Recurring,45,Female,Utilities
2802,1653.15,2025-07-05,Merchant_7 Education,NEFT,Merchant_7,7841,Posted,One-time,65,Female,Education
2803,18632.84,2025-04-09,Merchant_70 Medical,NEFT,Merchant_70,4784,Pending,Regular,20,Male,Medical
2804,13995.5,2024-11-17,Merchant_59 Travel,NEFT,Merchant_59,7997,Posted,One-time,64,Female,Travel
2805,17708.46,2024-12-05,Merchant_26 Health & Fitness,Auto-Debit,Merchant_26,4784,Posted,Regular,36,Female,Health & Fitness
2806,17411.88,2025-04-21,Merchant_43 Rent,NEFT,Merchant_43,8011,Posted,Regular,22,Male,Rent
2807,19262.06,2025-04-26,Merchant_72 Transport,Credit Card,Merchant_72,5812,Posted,Regular,26,Male,Transport
2808,10939.18,2025-09-25,Merchant_30 Rent,Credit Card,Merchant_30,6311,Pending,Recurring,33,Female,Rent
2809,19198.04,2025-05-08,Merchant_9 Groceries,Debit Card,Merchant_9,5732,Pending,Recurring,37,Female,Groceries
2810,3941.32,2025-07-16,Merchant_5 Groceries,NEFT,Merchant_5,5541,Posted,One-time,62,Female,Groceries
2811,16086.64,2025-08-29,Merchant_78 Transport,Credit Card,Merchant_78,5812,Posted,One-time,68,Female,Transport
2812,10577.48,2025-06-07,Merchant_58 Subscription,Auto-Debit,Merchant_58,5411,Pending,Regular,27,Male,Subscription
2813,7308.27,2025-08-06,Merchant_32 Utilities,Auto-Debit,Merchant_32,5812,Pending,Recurring,54,Female,Utilities
2814,5224.21,2025-03-12,Merchant_9 Health & Fitness,Auto-Debit,Merchant_9,6311,Posted,Recurring,70,Female,Health & Fitness
2815,12666.57,2025-06-10,Merchant_88 Medical,UPI,Merchant_88,5411,Posted,Regular,36,Female,Medical
2816,9321.76,2025-04-16,Merchant_29 Rent,Credit Card,Merchant_29,4784,Pending,Recurring,73,Male,Rent
2817,13499.81,2025-08-19,Merchant_21 Medical,Debit Card,Merchant_21,7832,Posted,Recurring,18,Female,Medical
2818,18995.53,2025-09-09,Merchant_6 Groceries,UPI,Merchant_6,6311,Posted,One-time,32,Male,Groceries
2819,5314.69,2025-04-21,Merchant_35 Medical,NEFT,Merchant_35,5411,Posted,Regular,57,Male,Medical
2820,13961.12,2025-10-16,Merchant_3 Groceries,Debit Card,Merchant_3,7841,Pending,Recurring,45,Male,Groceries
2821,5747.97,2025-02-26,Merchant_14 Subscription,Debit Card,Merchant_14,7997,Posted,Regular,33,Female,Subscription
2822,6634.18,2025-01-30,Merchant_75 Dining,NEFT,Merchant_75,4784,Pending,One-time,58,Female,Dining
2823,12126.13,2025-06-30,Merchant_35 Transport,UPI,Merchant_35,5812,Pending,One-time,65,Female,Transport
2824,2957.28,2024-10-28,Merchant_8 Groceries,UPI,Merchant_8,6311,Pending,One-time,43,Male,Groceries
2825,8848.67,2025-03-19,Merchant_2 Education,NEFT,Merchant_2,5812,Posted,Regular,34,Male,Education
2826,17829.7,2025-06-17,Merchant_44 Entertainment,Auto-Debit,Merchant_44,7832,Pending,Regular,58,Male,Entertainment
2827,12186.04,2025-06-03,Merchant_29 Insurance,NEFT,Merchant_29,6513,Posted,Regular,20,Male,Insurance
2828,5808.86,2024-12-07,Merchant_37 Health & Fitness,Debit Card,Merchant_37,5812,Posted,Recurring,42,Male,Health & Fitness
2829,13644.21,2025-02-27,Merchant_18 Utilities,UPI,Merchant_18,5812,Posted,Recurring,29,Male,Utilities
2830,4113.3,2025-02-11,Merchant_84 Dining,Debit Card,Merchant_84,5947,Posted,Regular,58,Female,Dining
2831,8569.21,2024-10-24,Merchant_13 Transport,NEFT,Merchant_13,4814,Posted,Recurring,19,Female,Transport
2832,4952,2025-05-11,Merchant_57 Dining,NEFT,Merchant_57,5812,Posted,One-time,58,Male,Dining
2833,15933.3,2024-12-12,Merchant_48 Dining,Debit Card,Merchant_48,8011,Posted,Regular,63,Female,Dining
2834,6392.09,2025-02-01,Merchant_78 Rent,Debit Card,Merchant_78,6513,Pending,One-time,71,Female,Rent
2835,14248.34,2025-01-13,Merchant_81 Fuel,NEFT,Merchant_81,4121,Posted,One-time,42,Male,Fuel
2836,6138.13,2025-03-20,Merchant_8 Rent,UPI,Merchant_8,5947,Posted,One-time,46,Female,Rent
2837,9155.86,2025-02-13,Merchant_17 Groceries,Auto-Debit,Merchant_17,7841,Posted,Recurring,70,Female,Groceries
2838,478.63,2024-10-26,Merchant_11 Travel,NEFT,Merchant_11,5541,Posted,Regular,50,Female,Travel
2839,6781.74,2025-03-24,Merchant_34 Medical,Credit Card,Merchant_34,5541,Pending,Regular,43,Female,Medical
2840,10945.69,2024-12-25,Merchant_39 Rent,UPI,Merchant_39,7997,Posted,Regular,53,Male,Rent
2841,5000.23,2024-11-16,Merchant_79 Rent,Auto-Debit,Merchant_79,7832,Pending,Recurring,53,Male,Rent
2842,17167.82,2024-12-23,Merchant_47 Groceries,Debit Card,Merchant_47,4121,Posted,Regular,40,Female,Groceries
2843,7390.74,2025-07-27,Merchant_68 Subscription,NEFT,Merchant_68,6513,Pending,Regular,45,Female,Subscription
2844,6371.66,2025-01-03,Merchant_22 Entertainment,Debit Card,Merchant_22,5411,Posted,Regular,68,Female,Entertainment
2845,11478.09,2025-01-31,Merchant_84 Travel,Debit Card,Merchant_84,5411,Pending,One-time,23,Male,Travel
2846,5885.76,2024-12-20,Merchant_44 Medical,UPI,Merchant_44,8011,Posted,One-time,37,Male,Medical
2847,19317.82,2025-07-18,Merchant_22 Utilities,Debit Card,Merchant_22,7832,Posted,Recurring,65,Female,Utilities
2848,3635.18,2025-06-16,Merchant_21 Fuel,UPI,Merchant_21,8299,Posted,Recurring,46,Male,Fuel
2849,8819.61,2025-09-24,Merchant_61 Transport,Auto-Debit,Merchant_61,5947,Pending,One-time,25,Male,Transport
2850,19818.37,2025-02-09,Merchant_40 Transport,UPI,Merchant_40,7841,Pending,Regular,50,Female,Transport
2851,3365.96,2025-06-02,Merchant_10 Travel,Credit Card,Merchant_10,4784,Posted,Recurring,19,Male,Travel
2852,14941.7,2025-02-25,Merchant_77 Health & Fitness,NEFT,Merchant_77,5812,Posted,One-time,70,Female,Health & Fitness
2853,18830.18,2024-12-01,Merchant_70 Medical,NEFT,Merchant_70,5812,Pending,Regular,69,Female,Medical
2854,4098.23,2024-12-15,Merchant_66 Dining,Auto-Debit,Merchant_66,7832,Pending,Regular,26,Female,Dining
2855,16565.42,2025-02-05,Merchant_24 Health & Fitness,Credit Card,Merchant_24,5541,Posted,Regular,40,Female,Health & Fitness
2856,6945.32,2025-04-28,Merchant_20 Health & Fitness,UPI,Merchant_20,6513,Posted,Recurring,75,Male,Health & Fitness
2857,18647.88,2025-02-20,Merchant_67 Gifts,Auto-Debit,Merchant_67,7841,Pending,Regular,47,Female,Gifts
2858,17358.03,2025-09-03,Merchant_72 Insurance,Auto-Debit,Merchant_72,6513,Pending,Regular,37,Female,Insurance
2859,13931.22,2024-11-23,Merchant_47 Education,UPI,Merchant_47,5541,Posted,Regular,31,Male,Education
2860,1138.68,2025-03-13,Merchant_5 Subscription,UPI,Merchant_5,8011,Pending,One-time,27,Male,Subscription
2861,9826.59,2025-07-23,Merchant_56 Travel,NEFT,Merchant_56,7841,Posted,Recurring,25,Male,Travel
2862,4130.45,2024-11-29,Merchant_11 Dining,NEFT,Merchant_11,7997,Pending,Recurring,24,Female,Dining
2863,355.82,2025-08-24,Merchant_9 Transport,UPI,Merchant_9,7832,Posted,One-time,49,Male,Transport
2864,11982.21,2025-07-30,Merchant_86 Utilities,Auto-Debit,Merchant_86,5411,Posted,Regular,55,Female,Utilities
2865,1613.77,2024-12-05,Merchant_40 Utilities,Auto-Debit,Merchant_40,5812,Posted,Recurring,73,Male,Utilities
2866,771.55,2025-04-25,Merchant_63 Health & Fitness,UPI,Merchant_63,6311,Posted,Recurring,20,Female,Health & Fitness
2867,15700.7,2025-02-25,Merchant_35 Entertainment,Credit Card,Merchant_35,4814,Posted,One-time,39,Female,Entertainment
2868,13448.16,2025-04-23,Merchant_57 Medical,Debit Card,Merchant_57,6311,Posted,One-time,67,Male,Medical
2869,2188.1,2025-07-16,Merchant_41 Entertainment,Debit Card,Merchant_41,5732,Posted,Regular,70,Male,Entertainment
2870,17821.99,2025-05-28,Merchant_48 Travel,UPI,Merchant_48,5541,Pending,Regular,62,Female,Travel
2871,907.79,2025-08-14,Merchant_21 Transport,Credit Card,Merchant_21,4784,Posted,One-time,66,Female,Transport
2872,8585.25,2025-08-28,Merchant_92 Transport,Credit Card,Merchant_92,5812,Pending,One-time,49,Female,Transport
2873,10917.65,2024-12-08,Merchant_73 Health & Fitness,Debit Card,Merchant_73,7841,Posted,Recurring,41,Female,Health & Fitness
2874,616.25,2025-03-11,Merchant_19 Rent,Credit Card,Merchant_19,5812,Pending,One-time,64,Male,Rent
2875,13159.81,2025-09-27,Merchant_52 Fuel,Auto-Debit,Merchant_52,7841,Posted,One-time,57,Male,Fuel
2876,8345.27,2025-05-29,Merchant_5 Travel,Credit Card,Merchant_5,8011,Posted,Regular,42,Female,Travel
2877,11787.71,2025-02-11,Merchant_49 Dining,Credit Card,Merchant_49,5947,Pending,Regular,48,Female,Dining
2878,7272.92,2025-02-03,Merchant_9 Health & Fitness,Auto-Debit,Merchant_9,6311,Posted,One-time,73,Male,Health & Fitness
2879,751.31,2025-03-08,Merchant_92 Insurance,Credit Card,Merchant_92,4814,Pending,Regular,58,Female,Insurance
2880,19014.58,2025-04-06,Merchant_80 Health & Fitness,Auto-Debit,Merchant_80,5947,Posted,Recurring,29,Female,Health & Fitness
2881,10561.25,2025-05-09,Merchant_71 Health & Fitness,NEFT,Merchant_71,7997,Pending,Recurring,29,Male,Health & Fitness
2882,2933.47,2025-04-13,Merchant_32 Travel,UPI,Merchant_32,8299,Pending,One-time,74,Female,Travel
2883,1474.32,2025-03-22,Merchant_72 Dining,Credit Card,Merchant_72,8011,Pending,Regular,36,Male,Dining
2884,12866.89,2025-08-30,Merchant_20 Entertainment,NEFT,Merchant_20,7832,Posted,One-time,26,Female,Entertainment
2885,10657.86,2025-03-19,Merchant_20 Education,Credit Card,Merchant_20,5732,Posted,Recurring,43,Female,Education
2886,2030.71,2025-01-03,Merchant_53 Transport,Credit Card,Merchant_53,8011,Posted,One-time,42,Male,Transport
2887,6775.74,2025-06-23,Merchant_54 Dining,Debit Card,Merchant_54,5732,Pending,Regular,25,Female,Dining
2888,9884.57,2025-02-20,Merchant_46 Transport,Debit Card,Merchant_46,5541,Posted,Recurring,36,Male,Transport
2889,15354.44,2025-09-13,Merchant_88 Groceries,Auto-Debit,Merchant_88,5732,Posted,One-time,60,Female,Groceries
2890,14081.44,2025-05-04,Merchant_35 Fuel,Debit Card,Merchant_35,7832,Pending,Regular,63,Female,Fuel
2891,11747.56,2025-01-12,Merchant_84 Medical,NEFT,Merchant_84,4121,Pending,One-time,24,Female,Medical
2892,17294.87,2025-06-15,Merchant_97 Insurance,NEFT,Merchant_97,4121,Posted,Regular,49,Female,Insurance
2893,9766.03,2025-05-12,Merchant_78 Fuel,Credit Card,Merchant_78,7832,Pending,Recurring,59,Male,Fuel
2894,858.12,2025-10-16,Merchant_46 Shopping,Auto-Debit,Merchant_46,4814,Posted,Recurring,32,Male,Shopping
2895,10048.65,2025-03-17,Merchant_70 Health & Fitness,Debit Card,Merchant_70,5541,Posted,One-time,30,Female,Health & Fitness
2896,12114.71,2025-10-17,Merchant_66 Groceries,Credit Card,Merchant_66,7841,Pending,Recurring,67,Male,Groceries
2897,14635.54,2025-10-17,Merchant_23 Subscription,Credit Card,Merchant_23,8299,Posted,One-time,18,Female,Subscription
2898,2858.08,2025-03-28,Merchant_3 Rent,UPI,Merchant_3,5947,Posted,Regular,73,Male,Rent
2899,3879.04,2025-07-08,Merchant_6 Fuel,NEFT,Merchant_6,8011,Pending,Recurring,29,Female,Fuel
2900,2801.69,2025-07-06,Merchant_44 Insurance,Auto-Debit,Merchant_44,6513,Pending,Regular,42,Female,Insurance
2901,2232.47,2025-07-19,Merchant_44 Education,NEFT,Merchant_44,5812,Pending,One-time,60,Male,Education
2902,236.91,2025-02-01,Merchant_79 Fuel,Auto-Debit,Merchant_79,6311,Posted,Recurring,59,Male,Fuel
2903,1181.08,2024-11-01,Merchant_77 Travel,NEFT,Merchant_77,7841,Pending,Regular,24,Male,Travel
2904,15746.31,2024-12-10,Merchant_87 Rent,Auto-Debit,Merchant_87,5541,Pending,Recurring,57,Female,Rent
2905,6169.6,2025-05-09,Merchant_91 Dining,Credit Card,Merchant_91,5812,Pending,One-time,43,Female,Dining
2906,5087.93,2024-12-12,Merchant_66 Insurance,Debit Card,Merchant_66,4121,Pending,Regular,50,Female,Insurance
2907,3793.16,2024-12-09,Merchant_82 Transport,Debit Card,Merchant_82,4121,Pending,One-time,56,Male,Transport
2908,14174.64,2025-06-28,Merchant_62 Insurance,Credit Card,Merchant_62,7832,Posted,Recurring,41,Female,Insurance
2909,8040.63,2025-07-16,Merchant_76 Medical,NEFT,Merchant_76,8011,Posted,Recurring,53,Male,Medical
2910,11596.2,2025-06-01,Merchant_33 Education,Auto-Debit,Merchant_33,5732,Posted,One-time,55,Male,Education
2911,2870.85,2025-06-22,Merchant_83 Transport,Debit Card,Merchant_83,4784,Pending,One-time,48,Male,Transport
2912,18313.38,2025-04-30,Merchant_72 Medical,NEFT,Merchant_72,7841,Posted,Recurring,53,Female,Medical
2913,71.04,2024-12-28,Merchant_91 Gifts,Debit Card,Merchant_91,5732,Pending,Regular,41,Male,Gifts
2914,19566.76,2025-03-18,Merchant_93 Education,Debit Card,Merchant_93,7997,Posted,Recurring,33,Female,Education
2915,3692.62,2025-08-04,Merchant_41 Health & Fitness,NEFT,Merchant_41,7832,Posted,Regular,38,Male,Health & Fitness
2916,5773.83,2025-02-01,Merchant_46 Travel,Debit Card,Merchant_46,8299,Pending,Regular,45,Female,Travel
2917,13390.6,2024-12-24,Merchant_68 Medical,Debit Card,Merchant_68,6513,Posted,Regular,47,Male,Medical
2918,19038.91,2025-07-31,Merchant_31 Education,Auto-Debit,Merchant_31,7997,Pending,Regular,22,Female,Education
2919,13468.78,2025-07-07,Merchant_95 Entertainment,NEFT,Merchant_95,8011,Posted,One-time,72,Female,Entertainment
2920,16673.63,2025-06-02,Merchant_41 Travel,UPI,Merchant_41,4784,Pending,Regular,61,Male,Travel
2921,10756.64,2025-04-19,Merchant_30 Travel,Credit Card,Merchant_30,5411,Posted,Recurring,57,Female,Travel
2922,10780.69,2024-11-12,Merchant_6 Entertainment,Debit Card,Merchant_6,5541,Pending,Recurring,27,Male,Entertainment
2923,10317.92,2025-07-15,Merchant_2 Entertainment,Auto-Debit,Merchant_2,4784,Pending,One-time,69,Female,Entertainment
2924,3720.34,2025-01-21,Merchant_38 Gifts,NEFT,Merchant_38,6311,Pending,Regular,56,Male,Gifts
2925,196.97,2025-05-16,Merchant_33 Health & Fitness,Credit Card,Merchant_33,5947,Pending,Regular,59,Female,Health & Fitness
2926,9291.09,2025-10-02,Merchant_84 Dining,UPI,Merchant_84,6311,Pending,Regular,72,Female,Dining
2927,3555.51,2025-08-20,Merchant_48 Shopping,Credit Card,Merchant_48,7997,Posted,One-time,31,Male,Shopping
2928,16227.17,2025-10-16,Merchant_46 Gifts,Credit Card,Merchant_46,4814,Posted,One-time,54,Female,Gifts
2929,12564.79,2024-12-18,Merchant_17 Entertainment,NEFT,Merchant_17,7832,Posted,One-time,63,Female,Entertainment
2930,3619.89,2025-08-06,Merchant_88 Gifts,UPI,Merchant_88,5411,Pending,Regular,61,Male,Gifts
2931,18799.45,2024-12-02,Merchant_58 Transport,UPI,Merchant_58,4121,Pending,Recurring,59,Male,Transport
2932,5742.72,2025-04-04,Merchant_26 Transport,Auto-Debit,Merchant_26,7997,Posted,Recurring,33,Male,Transport
2933,13796.91,2025-02-15,Merchant_41 Entertainment,Auto-Debit,Merchant_41,4784,Pending,Recurring,25,Male,Entertainment
2934,14041.2,2025-03-03,Merchant_7 Subscription,NEFT,Merchant_7,5947,Posted,One-time,46,Female,Subscription
2935,5854.26,2025-06-05,Merchant_92 Education,Debit Card,Merchant_92,5812,Pending,Regular,54,Female,Education
2936,8911.45,2025-10-14,Merchant_84 Entertainment,NEFT,Merchant_84,7832,Pending,Regular,53,Male,Entertainment
2937,13550.7,2025-01-13,Merchant_65 Insurance,Debit Card,Merchant_65,8299,Pending,Regular,22,Female,Insurance
2938,13883.57,2025-06-28,Merchant_31 Groceries,Credit Card,Merchant_31,7841,Pending,Recurring,38,Male,Groceries
2939,2499.74,2025-06-15,Merchant_14 Dining,Auto-Debit,Merchant_14,7841,Posted,Recurring,33,Female,Dining
2940,18203.46,2025-07-04,Merchant_14 Gifts,Debit Card,Merchant_14,4121,Posted,Regular,49,Female,Gifts
2941,10764.78,2025-10-02,Merchant_46 Rent,Credit Card,Merchant_46,8299,Pending,Recurring,45,Male,Rent
2942,16193.07,2025-07-24,Merchant_54 Groceries,Debit Card,Merchant_54,7832,Posted,One-time,19,Male,Groceries
2943,13048.13,2025-03-30,Merchant_22 Travel,Credit Card,Merchant_22,5732,Posted,One-time,43,Female,Travel
2944,16132.92,2025-02-12,Merchant_19 Utilities,NEFT,Merchant_19,4121,Posted,Recurring,55,Female,Utilities
2945,14831.55,2025-09-25,Merchant_58 Transport,NEFT,Merchant_58,6513,Pending,Regular,32,Female,Transport
2946,4291.58,2025-01-17,Merchant_45 Education,NEFT,Merchant_45,4814,Posted,Regular,34,Female,Education
2947,10677.67,2025-08-14,Merchant_44 Groceries,UPI,Merchant_44,4121,Posted,Recurring,62,Female,Groceries
2948,2291.73,2025-04-11,Merchant_40 Education,UPI,Merchant_40,6311,Pending,Regular,28,Male,Education
2949,1221.41,2025-04-30,Merchant_51 Health & Fitness,Debit Card,Merchant_51,5411,Pending,One-time,38,Female,Health & Fitness
2950,11577.03,2025-05-20,Merchant_81 Fuel,Auto-Debit,Merchant_81,5732,Pending,Recurring,69,Female,Fuel
2951,17167.03,2025-02-10,Merchant_41 Education,Credit Card,Merchant_41,5411,Posted,One-time,56,Female,Education
2952,4247.25,2025-06-26,Merchant_30 Fuel,Auto-Debit,Merchant_30,4814,Posted,Recurring,30,Female,Fuel
2953,14900.13,2025-04-16,Merchant_32 Fuel,NEFT,Merchant_32,4814,Posted,Regular,34,Female,Fuel
2954,4262.64,2025-06-09,Merchant_7 Utilities,Auto-Debit,Merchant_7,7997,Posted,Recurring,40,Male,Utilities
2955,15719.54,2024-11-03,Merchant_100 Education,NEFT,Merchant_100,5947,Pending,Regular,60,Female,Education
2956,16121.61,2025-03-01,Merchant_2 Travel,Auto-Debit,Merchant_2,4814,Posted,Recurring,26,Female,Travel
2957,16060.75,2025-07-21,Merchant_82 Shopping,Credit Card,Merchant_82,8299,Posted,Recurring,72,Female,Shopping
2958,10028.13,2025-03-21,Merchant_7 Dining,UPI,Merchant_7,4814,Posted,Regular,51,Male,Dining
2959,9797.29,2025-02-04,Merchant_88 Dining,Auto-Debit,Merchant_88,5541,Pending,Recurring,23,Female,Dining
2960,11289.68,2025-10-11,Merchant_92 Groceries,NEFT,Merchant_92,4121,Posted,Regular,28,Female,Groceries
2961,17560.55,2025-03-07,Merchant_52 Fuel,Credit Card,Merchant_52,5947,Posted,Regular,28,Male,Fuel
2962,7631.58,2025-02-12,Merchant_49 Transport,Debit Card,Merchant_49,6311,Posted,Regular,45,Female,Transport
2963,4825.68,2025-05-27,Merchant_38 Utilities,Debit Card,Merchant_38,5947,Pending,Regular,36,Male,Utilities
2964,853.1,2025-10-04,Merchant_93 Subscription,Debit Card,Merchant_93,7841,Posted,Recurring,19,Female,Subscription
2965,2049.43,2025-06-25,Merchant_94 Gifts,Debit Card,Merchant_94,5541,Posted,Regular,34,Male,Gifts
2966,12383.32,2025-07-11,Merchant_91 Travel,Debit Card,Merchant_91,5541,Posted,Recurring,22,Female,Travel
2967,19674.99,2025-05-30,Merchant_66 Education,Auto-Debit,Merchant_66,6311,Posted,One-time,43,Male,Education
2968,13003.51,2024-10-20,Merchant_42 Health & Fitness,Credit Card,Merchant_42,5732,Posted,Recurring,29,Female,Health & Fitness
2969,15415.34,2024-12-30,Merchant_40 Utilities,Auto-Debit,Merchant_40,5411,Posted,One-time,36,Male,Utilities
2970,2289.5,2025-05-13,Merchant_79 Travel,NEFT,Merchant_79,6513,Pending,Regular,22,Male,Travel
2971,11679.72,2024-12-06,Merchant_8 Travel,UPI,Merchant_8,4784,Pending,Recurring,71,Female,Travel
2972,16399.77,2024-12-15,Merchant_16 Education,Auto-Debit,Merchant_16,6513,Pending,Regular,56,Female,Education
2973,16608.27,2025-02-01,Merchant_29 Medical,Credit Card,Merchant_29,5732,Pending,Recurring,73,Female,Medical
2974,16778.89,2024-11-07,Merchant_95 Insurance,NEFT,Merchant_95,7841,Posted,Regular,39,Female,Insurance
2975,1970.88,2025-07-14,Merchant_97 Gifts,Credit Card,Merchant_97,6311,Pending,One-time,19,Male,Gifts
2976,15620.53,2024-11-21,Merchant_70 Groceries,NEFT,Merchant_70,8299,Pending,One-time,70,Female,Groceries
2977,18517.78,2025-07-18,Merchant_58 Insurance,NEFT,Merchant_58,6311,Pending,One-time,58,Female,Insurance
2978,13419.08,2025-08-25,Merchant_41 Shopping,NEFT,Merchant_41,4121,Pending,Regular,24,Male,Shopping
2979,9019.55,2025-10-16,Merchant_95 Dining,NEFT,Merchant_95,4814,Pending,One-time,37,Female,Dining
2980,19585.15,2025-08-05,Merchant_36 Fuel,NEFT,Merchant_36,5541,Posted,One-time,72,Female,Fuel
2981,16168.88,2025-07-19,Merchant_55 Entertainment,Credit Card,Merchant_55,7841,Pending,Regular,49,Male,Entertainment
2982,11709.64,2025-01-20,Merchant_68 Groceries,Auto-Debit,Merchant_68,4121,Posted,Regular,53,Female,Groceries
2983,15341.88,2025-08-08,Merchant_22 Education,Auto-Debit,Merchant_22,4121,Posted,One-time,56,Female,Education
2984,13381.08,2025-01-13,Merchant_58 Fuel,NEFT,Merchant_58,5947,Pending,Regular,22,Female,Fuel
2985,4694.4,2025-02-26,Merchant_68 Subscription,NEFT,Merchant_68,6311,Posted,Recurring,56,Male,Subscription
2986,15758.58,2025-07-18,Merchant_3 Gifts,Credit Card,Merchant_3,8011,Pending,Recurring,61,Female,Gifts
2987,14941.08,2025-01-24,Merchant_79 Health & Fitness,Debit Card,Merchant_79,5541,Posted,Regular,59,Male,Health & Fitness
2988,3674.82,2025-09-22,Merchant_84 Utilities,UPI,Merchant_84,5812,Posted,Recurring,60,Female,Utilities
2989,9643.45,2024-11-27,Merchant_55 Travel,Credit Card,Merchant_55,5947,Pending,One-time,73,Male,Travel
2990,11953.1,2025-09-20,Merchant_17 Transport,Credit Card,Merchant_17,4121,Posted,One-time,68,Female,Transport
2991,9726.26,2025-02-28,Merchant_88 Subscription,NEFT,Merchant_88,4814,Pending,One-time,70,Female,Subscription
2992,1293.5,2025-07-22,Merchant_77 Medical,UPI,Merchant_77,6513,Posted,Recurring,63,Male,Medical
2993,18539.24,2025-01-16,Merchant_38 Medical,UPI,Merchant_38,4784,Pending,Regular,30,Male,Medical
2994,7183.97,2025-01-01,Merchant_31 Medical,UPI,Merchant_31,4121,Pending,One-time,33,Female,Medical
